Tên sản phẩm,Số sao,Xuất xứ,Loại sản phẩm,Hệ thống phân phối,Từ khóa,Trang Web,Mô tả
Chả cá Hùng Vương,4,Nam Định,Chả cá,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Chả cá Hùng Vương, OCOP Nam Định, OCOP 4 sao, chả cá, Nam Định",,"Chả cá Hùng Vương là sản phẩm nông nghiệp sạch tiêu biểu, chủ lực của huyện Giao Thủy, tỉnh Nam Định. Sản phẩm được làm từ cá tươi tự nhiên, sạch, đánh bắt trực tiếp từ biển trong ngày; được sản xuất khép kín theo chuỗi giá trị trên hệ thống dây chuyền chế biến hiện đại theo quy chuẩn tự động hóa, theo tiêu chuẩn HACCP, không sử dụng chất bảo quản, đạt chứng nhận OCOP 4 sao năm 2022."
Chả mực Hùng Vương,4,Nam Định,Chả mực,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","chả mực, chả mực Hùng Vương, Nam Định, OCOP Nam Định, OCOP 4 sao",,"Chả mực của Công ty TNHH MTV hải sản Hùng Vương được chế biến từ nguồn nguyên liệu chính là những con cá mực tươi ngon đánh bắt trực tiếp từ vùng biển Nam Định. Sản phẩm có giá trị dinh dưỡng cao, đã được cấp chứng nhận OCOP 4 sao của tỉnh Nam Định."
Dầu lạc Mộc Miên,3,Nam Định,Dầu lạc,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Dầu lạc Mộc Miên, OCOP 3 sao, OCOP Nam Định",,"Để làm ra được những giọt dầu lạc ngon và sạch, hộ kinh doanh Trần Văn Nông đã xử lý cẩn thận các bước trong quy trình sản xuất, từ việc chọn nguyên liệu đến các bước ép. Sản phẩm được cấp giấy chứng nhận OCOP 3 sao huyện Ý Yên ngày 14/9/2023."
Kẹo cu đơ Thư Viện Đặng Thanh,3,Hà Tĩnh,Kẹo cu đơ,"Phân phối trực tiếp tại cơ sở sản xuất, thông qua các đại lý, cửa hàng, các nền tảng mạng xã hội facebook, youtube...","kẹo cu đơ, kẹo cu đơ Hà Tĩnh, kẹo cu đơ Thư Viện Đặng Thanh, sản phẩm OCOP 3 sao, OCOP Hà Tĩnh",,"Những hạt lạc tròn đều, căng bóng, những sợi gừng thơm nồng cay cay nơi đầu lưỡi, những giọt mật vàng nâu thanh ngọt, những chiếc bánh đa trắng giòn rụm điểm xuyến vừng đen, tất cả hòa quyện kết hợp cùng công thức riêng có và tâm huyết của người nghệ nhân Hà Tĩnh tạo nên những chiếc kẹo cu đơ Thư Viện Đặng Thanh thơm ngon, ăn một lần là nhớ mãi... Sản phẩm đã được chứng nhận OCOP 3 sao của Hà Tĩnh."
Nước mắm Luận Nghiệp,4,Hà Tĩnh,,"Phân phối trực tiếp tại cơ sở sản xuất, website, thông qua các đại lý, cửa hàng, các nền tảng mạng xã hội facebook, youtube, tiktok,...","nước mắm, nước mắm Luận Nghiệp, nước mắm Luận Nghiệp Hà Tĩnh, sản phẩm OCOP 4 sao, OCOP Hà Tĩnh",,"Nước mắm Luận Nghiệp được sản xuất theo phương pháp truyền thống, từ cá cơm tươi và muối tinh, ủ trong chum sành, lên men hoàn toàn tự nhiên dưới ánh nắng mặt trời. Sau 18-24 tháng, được rút nỏ cho ra nước mắm màu đỏ nâu cánh gián, thơm lừng, đậm đà vị béo, hậu vị sâu, bảo đảm an toàn vệ sinh thực phẩm. Nước mắm đã được cấp chứng nhận sản phẩm OCOP 4 sao của tỉnh Hà Tĩnh."
Bưởi tôm vàng Thượng Mỗ,4,TP. Hà Nội,Bưởi tôm vàng,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Bưởi tôm vàng Thượng Mỗ, OCOP Hà Nội, OCOP 4 sao",,"Bưởi tôm vàng Thượng Mỗ, Đan Phượng, Hà Nội được sản xuất theo quy trình sản xuất hữu cơ, quy trình quản lý chất lượng và hệ thống truy xuất nguồn gốc sản phẩm. Sản phẩm đạt chứng OCOP 4 sao năm 2023 của Hà Nội."
Cà chua hữu cơ Vinh Hà,4,TP. Hà Nội,Cà chua,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Cà chua hữu cơ Vinh Hà, OCOP Hà Nội, OCOP 4 sao, Hà Nội, cà chua",,"Cà chua hữu cơ Vinh Hà được trồng theo tiêu chuẩn VietGap hướng hữu cơ. Sản phẩm bón phân bón hữu cơ vi sinh và các chế phẩm vi sinh hữu cơ. Tất cả hạt giống được nhập từ Tổng Công ty giống cây trồng Trung ương, sản phẩm được cấp giấy chứng nhận OCOP 4 sao của Hà Nội ngày 4/3/2024."
Bột bí đỏ,4,TP. Hà Nội,Bột bí đỏ,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Bột bí đỏ, OCOP Hà Nội, OCOP 4 sao, Hà Nội",,"Bột bí đỏ hữu cơ sấy lạnh được sản xuất và chế biến thành phẩm nhằm nâng cao cải thiện sức khỏe của cộng đồng. Bí đỏ giúp bổ sung vitamin, chất xơ và cải thiện hệ tiêu hóa. Sản phẩm được cấp giấy chứng nhận OCOP 4 sao thành phố Hà Nội năm 2023."
Bột cải bó xôi,4,TP. Hà Nội,Bột cải bó xôi,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Bột cải bó xôi, OCOP Hà Nội, OCOP 4 sao, Hà Nội",,"Bột cải bó xôi được chế biến tiện dụng, dùng công nghệ sấy lạnh giúp giữ được trọn vẹn chất dinh dưỡng và hương vị. Bột cải bó xôi hữu cơ được cấp giấy chứng nhận OCOP 4 sao thành phố Hà Nội ngày 7/4/2023."
Bột cần tây,4,TP. Hà Nội,Bột cần tây,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Bột cần tây, OCOP Hà Nội, OCOP 4 sao, Hà Nội",,"Bột cần tây hữu cơ sấy lạnh được làm từ nguyên liệu 100% cây cần tây tươi, được trồng theo quy trình hữu cơ tại trang trại của Công ty Vinh Hà. Sản phẩm sử dụng công nghệ sấy lạnh giữ được giá trị dinh dưỡng, mùi vị, màu sắc của cây cần tây và đã được cấp giấy chứng nhận OCOP 4 sao của thành phố Hà Nội ngày 7/4/2023."
Bột tía tô,4,TP. Hà Nội,Bột tía tô,"Website cơ sở sản xuất, các kênh bán lẻ, kênh online...","Bột tía tô, OCOP Hà Nội, OCOP 4 sao, Hà Nội",,"Bột tía tô sấy lạnh với nguyên liệu là 100% cây tía tô tươi, được trồng theo quy trình hữu cơ tại trang trại của Công ty Cổ phần thực phẩm Vinh Hà. Sử dụng công nghệ sấy lạnh (sấy ở nhiệt độ thấp, làm bay hơi nước) giữ được giá trị dinh dưỡng, mùi vị, màu sắc của cây tía tô, sau đó nghiền và đóng gói."
Bún gạo Minh Dương,4,TP. Hà Nội,Bún gạo,"https://minhduong.com/, các kênh bán hàng trực tiếp và trực tuyến, hệ thống siêu thị","Bún gạo, OCOP 4 sao, OCOP Hà Nội, Hà Nội, bún gạo Minh Dương",,"Bún gạo Minh Dương là sản phẩm bún gạo khô chất lượng cao, đạt tiêu chuẩn xuất khẩu Châu Âu. Sợi bún mảnh, vừa dai, vừa mềm, đậm đà hương vị thiên nhiên. Sản phẩm được cấp giấy chứng nhận OCOP 4 sao của thành phố Hà Nội ngày 7/4/2023."
Nước khoáng thiên nhiên Quang Hanh,4,Quảng Ninh,Nước khoáng,"https://www.nuockhoangcongdoanquanghanh.com.vn, các kênh bán hàng truyền thống và thương mại điện tử","Quảng Ninh, OCOP Quảng Ninh, OCOP 4 sao, nước khoàng, nước khoáng thiên nhiên, nước khoáng thiên nhiên Quang Hanh",,"Nước khoáng thiên nhiên Quang Hanh bổ sung ga đóng chai là sản phẩm hoàn toàn có nguồn gốc từ thiên nhiên với hàm lượng khoáng hóa cao, được đánh giá có nhiều tính năng vượt trội hơn các loại nước giải khát thông thường trên thị trường."
Nước khoáng thiên nhiên Quang Hanh vị chanh muối Pleasing,4,Quảng Ninh,Nước khoáng,,"nước khoáng, nước khoáng thiên nhiên, nước khoáng Quang Hanh, Quảng Ninh, OCOP Quảng Ninh, OCOP 4 sao",,"Nước khoáng thiên nhiên Quang Hanh bổ sung hương vị chanh muối Pleasing là sản phẩm cải tiến, mang hương vị chanh muối đậm đà mà vẫn giữ nguyên các thành tố khoáng chất trong thành phần, dễ uống, giá cả hợp lý, phù hợp với mọi đối tượng tiêu dùng… Đây là sản phẩm OCOP 4 sao của tỉnh Quảng Ninh."
Trà túi lọc Cà gai leo,4,Nghệ An,Trà cà gai leo,Kênh truyền thống và thương mại điện tử,"cà gai leo, dược liệu Pù Mát, trà cà gai leo, Nghệ An, OCOP Nghệ An, OCOP 4 sao, trà thảo dược",https://duoclieupumat.com/,"Trà túi lọc cà gai leo Pù Mát giúp giải độc gan, mát gan, giải rượu bia, hạ men gan, hỗ trợ người bệnh trong quá trình điều trị bệnh viêm gan B. Sản phẩm đã được cấp chứng nhận OCOP 4 sao của tỉnh Nghệ An."
Cao cà gai leo Pù Mát,4,Nghệ An,Cao cà gai leo,kênh truyền thống và thương mại điện tử,"Cao dược liệu, cao cà gai leo, OCOP 4 sao, Nghệ An, OCOP Nghệ An",https://duoclieupumat.com/,"Cao cà gai leo với thành phần gồm 80% cà gai leo và 20% giảo cổ lam giúp giải độc gan, mát gan, giải rượu bia; hạ men gan, hỗ trợ người bệnh trong quá trình điều trị bệnh viêm gan B, C, kìm hãm sự phát triển của vius viêm gan B, C. Sản phẩm đã được cấp giấy chứng nhận OCOP 4 sao của tỉnh Nghệ An."
Ruốc hàu Bavabi,4,Quảng Ninh,Ruốc,Kênh bán hàng truyền thống và thương mại điện tử,"ruốc hàu, BAVABI, Quảng Ninh, OCOP Quảng Ninh, OCOP 4 sao",https://bavabi.com/,"Tận dụng lợi thế tự nhiên với nguồn cung hàu dồi dào từ tự nhiên và các vựa nuôi khu vực Vân Đồn, Công ty TNHH Sản xuất và Thương mại Thủy sản Quảng Ninh (Bavabi) đã đầu tư công nghệ, máy móc hiện đại chế biến sâu để đưa những con hàu thịt mềm, tỷ lệ nước cao thành những sợi ruốc thơm ngon, giàu protein, kẽm, canxi, DHA và EPA."
Trà hòa tan cà gai leo Pù Mát,4,Nghệ An,Trà cà gai leo,Kênh truyền thống và thương mại điện tử,"dược liệu Pù Mát, OCOP Nghệ An, OCOP 4 sao, cà gai leo, trà cà gai leo",https://duoclieupumat.com/,"Trà hòa tan cà gai leo của Công ty Cổ phần Dược liệu Pù Mát tiện lợi cho người sử dụng, giúp giải độc gan, mát gan, hạ men gan. Sản phẩm đã được tỉnh Nghệ An cấp chứng nhận OCOP 4 sao."
Viên hoàn cà gai leo Pù Mát,3,Nghệ An,,Kênh truyền thống và thương mại điện tử,"dược liệu Pù Mát, cà gai leo, viên cà gai leo, Nghệ An, OCOP Nghệ An, OCOP 3 sao",https://duoclieupumat.com,"Công ty cổ phần Dược liệu Pù Mát cho ra đời sản phẩm viên hoàn cà gai leo Pù Mát với thành phần gồm: Cao cà gai leo 48%, cao giảo cổ lam 24%, cao nhân trần 20%, cao diệp hạ châu 8%. Sản phẩm có tác dụng giải độc gan, mát gan, hạ men gan và đã được cấp chứng nhận OCOP 3 sao của tỉnh Nghệ An."
Trà túi lọc dây thìa canh,4,Nghệ An,,Kênh truyền thống và thương mại điện tử,"dược liệu Pù Mát, OCOP 4 sao, dây thìa canh, OCOP Nghệ An, Nghệ An",https://duoclieupumat.com/,"Trà túi lọc dây thìa canh của Công ty Dược liệu Pù Mát làm từ 100% dây thìa canh. Sản phẩm có tác dụng ổn định đường huyết cho người tiểu đường type 1, type 2, ngăn ngừa các biến chứng nguy hiểm của bệnh tiểu đường; tăng tiết insulin của tuyến tụy, tăng cường hoạt lực của insulin. Trà đã được cấp chứng nhận OCOP 4 sao của tỉnh Nghệ An."
Cao dây thìa canh,4,Nghệ An,Cao dược liệu,Kênh phân phối truyền thống và sàn thương mại điện tử,"dây thìa canh, cao dây thìa canh, dược liệu Pù Mát, Nghệ An, OCOP Nghệ An, OCOP 4 sao",https://duoclieupumat.com/,"Cao dây thìa canh của Công ty Cổ phần Dược liệu Pù Mát có tác dụng hạ, ổn định đường huyết cho người tiểu đường type 1, type 2, ngăn ngừa các biến chứng nguy hiểm của bệnh tiểu đường. Sản phẩm đã được cấp chứng nhận OCOP 4 sao tỉnh Nghệ An."
Trà hoa vàng Tam Đảo,4,Vĩnh Phúc,,"kênh bán hàng truyền thống và thương mại điện tử, NutriBOSS","trà hoa vàng, Vĩnh Phúc, OCOP Vĩnh Phúc, OCOP 4 sao",https://trahoavangtamdao.vn/,"Trà hoa vàng là sản phẩm của Công ty cổ phần Đầu tư-dịch vụ Tam Đảo, đạt chuẩn OCOP 4 sao, được trồng trên vùng đất Tam Đảo (Vĩnh Phúc), chế biến bởi công nghệ sấy lạnh thăng hoa"
Đông trùng hạ thảo Tam Đảo sấy thăng hoa,4,Vĩnh Phúc,Đông trùng hạ thảo,"Vĩnh Phúc, Shopee, Bách An Khang","Vĩnh Phúc, Đông trùng hạ thảo Tam Đảo, sản phẩm OCOP, OCOP Vĩnh Phúc, OCOP 4 sao",https://namdongtrunghathaotamdao.vn/,"Đông trùng hạ thảo khô của Hợp tác xã Nấm Tam Đảo được sấy với công nghệ sấy thăng hoa, nhằm giúp bảo đảm giữ được 100% dược chất cũng như nhược tính tương đương với lúc còn tươi. Đông trùng hạ thảo khô hiện nay đang là lựa chọn của phần lớn người dùng tin tưởng. Sản phẩm đạt chuẩn OCOP 4 sao của tỉnh Vĩnh Phúc."
Trà túi lọc giảo cổ lam,4,Nghệ An,,Kênh phân phối truyền thống và sàn thương mại điện tử,"Trà thảo dược, dược liệu Pù Mát, Nghệ An, OCOP Nghệ An, OCOP 4 sao",https://duoclieupumat.com/,"Trà túi lọc giảo cổ lam của Công ty Cổ phần Dược liệu Pù Mát có tác dụng tăng cường lưu thông máu, hỗ trợ điều trị đau đầu, hoa mắt, chóng mặt, giúp dễ ngủ và ngủ sâu giấc. Sản phẩm đã đạt OCOP 4 sao tỉnh Nghệ An."
Trà túi lọc an thần Pù Mát,3,Nghệ An,,Kênh truyền thống và thương mại điện tử,"trà an thần, dược liệu Pù Mát, Nghệ An, OCOP Nghệ An, OCOP 3 sao",https://duoclieupumat.com/,"Trà túi lọc an thần Pù Mát tiện lợi cho người sử dụng, giúp an thần, bổ não, giúp ngủ ngon, giảm stress. Sản phẩm đã được cấp chứng nhận OCOP 3 sao của tỉnh Nghệ An."
Đại lão vương trà - Hoàng trà Suối Giàng,5,Yên Bái,Trà,"Vietnam Tea shop, kênh online","trà, trà Suối Giàng, Hồng trà",https://vietnamteashop.com,"Hoàng trà (hay còn gọi là trà vàng) theo truyền thuyết vốn dĩ được dâng cho hoàng đế, có màu sắc và hương vị đặc biệt."
Đại lão vương trà - Bạch trà Suối Giàng,5,Yên Bái,Trà,"kênh online, Vietnam Tea shop","trà, trà Suối Giàng, bạch trà",https://vietnamteashop.com,"Bạch trà là loại trà quý nhất trong tứ đại danh trà, chứa rất nhiều chất dinh dưỡng và cực kì có lợi cho sức khỏe. Bạch trà Đại Lão Vương Trà là loại trà thượng hạng bậc nhất, cô động từ các búp chè cổ thụ hằng trăm năm tuổi trên vùng núi cao Suối Giàng, Yên Bái."
Đại lão vương trà - Diệp trà Suối Giàng,5,Yên Bái,Trà,"Vietnam Tea shop, kênh online","trà, trà Suối Giàng, trà xanh, diệp trà",https://vietnamteashop.com,"Đại Lão Vương Trà - Diệp trà làm từ những búp trà cổ thụ ngon nhất của vùng núi cao Yên Bái, được chọn lựa cẩn thận hái mang về, sử dụng phương thức sao chế công phu của nghệ nhân, khiến cho không chỉ màu sắc nguyên thuỷ của lá trà được giữ nguyên mà vị trà cũng đậm đà, ngọt sâu, chát nhẹ, mùi hương tươi mới tựa như lúa non làm hài lòng các trà nhân."
Đại lão vương trà - Hồng trà Suối Giàng,5,Yên Bái,Trà,"Vietnam Tea shop, kênh online","trà, trà Suối Giàng, hồng trà",https://vietnamteashop.com,"Hồng trà là một trong tứ đại danh trà nổi tiếng quý hiếm với giá thành hết sức đắt đỏ. Hồng trà cổ thụ Đại Lão Vương Trà có nguồn gốc từ những cây chè hàng trăm năm tuổi, cùng với phương thức sao tay kỳ công của các nghệ nhân, tạo ra một thứ trà mang hương vị đặc biệt cao cấp, thỏa mãn những trà nhân khó tính nhất."
